# Created by: riboviz
# Date: 2023-04-05 12:40:38
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/rscripts/generate_stats_figs.R
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35 GMT
ORF	readcount	rpb	tpm
augustus_masked-SAKL0A-processed-gene-2.10	0	0	0
augustus_masked-SAKL0A-processed-gene-2.11	0	0	0
augustus_masked-SAKL0A-processed-gene-2.12	0	0	0
augustus_masked-SAKL0A-processed-gene-2.13	1	0.000340251786321878	267.296427397895
augustus_masked-SAKL0A-processed-gene-2.14	0	0	0
augustus_masked-SAKL0A-processed-gene-2.15	0	0	0
augustus_masked-SAKL0A-processed-gene-2.16	0	0	0
augustus_masked-SAKL0A-processed-gene-2.17	1	0.000723589001447178	568.440086919257
augustus_masked-SAKL0A-processed-gene-2.18	0	0	0
augustus_masked-SAKL0A-processed-gene-2.19	0	0	0
augustus_masked-SAKL0A-processed-gene-2.20	0	0	0
augustus_masked-SAKL0A-processed-gene-2.21	0	0	0
augustus_masked-SAKL0A-processed-gene-2.22	0	0	0
augustus_masked-SAKL0A-processed-gene-2.23	0	0	0
augustus_masked-SAKL0A-processed-gene-2.25	0	0	0
augustus_masked-SAKL0A-processed-gene-2.26	0	0	0
augustus_masked-SAKL0A-processed-gene-2.27	0	0	0
augustus_masked-SAKL0A-processed-gene-2.28	0	0	0
augustus_masked-SAKL0A-processed-gene-2.29	0	0	0
augustus_masked-SAKL0A-processed-gene-2.31	1	0.000514668039114771	404.315079836548
augustus_masked-SAKL0A-processed-gene-2.32	0	0	0
augustus_masked-SAKL0A-processed-gene-2.33	0	0	0
augustus_masked-SAKL0A-processed-gene-2.34	0	0	0
augustus_masked-SAKL0A-processed-gene-2.35	0	0	0
augustus_masked-SAKL0A-processed-gene-2.36	0	0	0
augustus_masked-SAKL0A-processed-gene-2.37	0	0	0
augustus_masked-SAKL0A-processed-gene-2.39	0	0	0
augustus_masked-SAKL0A-processed-gene-2.41	0	0	0
augustus_masked-SAKL0A-processed-gene-2.43	0	0	0
augustus_masked-SAKL0A-processed-gene-2.45	0	0	0
augustus_masked-SAKL0A-processed-gene-2.46	0	0	0
augustus_masked-SAKL0A-processed-gene-2.47	1	0.00117924528301887	926.396462408507
augustus_masked-SAKL0A-processed-gene-2.48	0	0	0
augustus_masked-SAKL0A-processed-gene-2.49	0	0	0
augustus_masked-SAKL0A-processed-gene-2.8	0	0	0
augustus_masked-SAKL0A-processed-gene-3.1	0	0	0
augustus_masked-SAKL0A-processed-gene-3.10	0	0	0
augustus_masked-SAKL0A-processed-gene-3.11	0	0	0
augustus_masked-SAKL0A-processed-gene-3.12	0	0	0
augustus_masked-SAKL0A-processed-gene-3.13	0	0	0
augustus_masked-SAKL0A-processed-gene-3.14	0	0	0
augustus_masked-SAKL0A-processed-gene-3.15	1	0.000278784499581823	219.008698110514
augustus_masked-SAKL0A-processed-gene-3.16	0	0	0
augustus_masked-SAKL0A-processed-gene-3.19	1	0.0003725782414307	292.691579777352
augustus_masked-SAKL0A-processed-gene-3.2	0	0	0
augustus_masked-SAKL0A-processed-gene-3.20	3	0.00427960057061341	3361.98659110876
augustus_masked-SAKL0A-processed-gene-3.21	0	0	0
augustus_masked-SAKL0A-processed-gene-3.22	0	0	0
augustus_masked-SAKL0A-processed-gene-3.23	0	0	0
augustus_masked-SAKL0A-processed-gene-3.24	0	0	0
augustus_masked-SAKL0A-processed-gene-3.25	0	0	0
augustus_masked-SAKL0A-processed-gene-3.26	0	0	0
augustus_masked-SAKL0A-processed-gene-3.27	0	0	0
augustus_masked-SAKL0A-processed-gene-3.29	0	0	0
augustus_masked-SAKL0A-processed-gene-3.3	0	0	0
augustus_masked-SAKL0A-processed-gene-3.30	0	0	0
augustus_masked-SAKL0A-processed-gene-3.31	0	0	0
augustus_masked-SAKL0A-processed-gene-3.32	0	0	0
augustus_masked-SAKL0A-processed-gene-3.33	0	0	0
augustus_masked-SAKL0A-processed-gene-3.34	0	0	0
augustus_masked-SAKL0A-processed-gene-3.35	0	0	0
augustus_masked-SAKL0A-processed-gene-3.36	0	0	0
augustus_masked-SAKL0A-processed-gene-3.38	0	0	0
augustus_masked-SAKL0A-processed-gene-3.39	0	0	0
augustus_masked-SAKL0A-processed-gene-3.4	1	0.000461254612546125	362.354335849822
augustus_masked-SAKL0A-processed-gene-3.40	1	0.000282087447108604	221.603441501386
augustus_masked-SAKL0A-processed-gene-3.41	0	0	0
augustus_masked-SAKL0A-processed-gene-3.42	0	0	0
augustus_masked-SAKL0A-processed-gene-3.5	0	0	0
augustus_masked-SAKL0A-processed-gene-3.8	0	0	0
augustus_masked-SAKL0A-processed-gene-3.9	0	0	0
augustus_masked-SAKL0A-processed-gene-4.0	0	0	0
augustus_masked-SAKL0A-processed-gene-4.11	0	0	0
augustus_masked-SAKL0A-processed-gene-4.12	0	0	0
augustus_masked-SAKL0A-processed-gene-4.13	0	0	0
augustus_masked-SAKL0A-processed-gene-4.14	5	0.00639386189258312	5022.91688057809
augustus_masked-SAKL0A-processed-gene-4.15	1	0.000597728631201434	469.566168632644
augustus_masked-SAKL0A-processed-gene-4.16	1	0.000615384615384615	483.436430844562
augustus_masked-SAKL0A-processed-gene-4.17	0	0	0
augustus_masked-SAKL0A-processed-gene-4.18	0	0	0
augustus_masked-SAKL0A-processed-gene-4.19	0	0	0
augustus_masked-SAKL0A-processed-gene-4.2	0	0	0
augustus_masked-SAKL0A-processed-gene-4.21	0	0	0
augustus_masked-SAKL0A-processed-gene-4.22	0	0	0
augustus_masked-SAKL0A-processed-gene-4.24	0	0	0
augustus_masked-SAKL0A-processed-gene-4.25	0	0	0
augustus_masked-SAKL0A-processed-gene-4.26	0	0	0
augustus_masked-SAKL0A-processed-gene-4.27	0	0	0
augustus_masked-SAKL0A-processed-gene-4.29	0	0	0
augustus_masked-SAKL0A-processed-gene-4.30	0	0	0
augustus_masked-SAKL0A-processed-gene-4.31	0	0	0
augustus_masked-SAKL0A-processed-gene-4.32	0	0	0
augustus_masked-SAKL0A-processed-gene-4.33	0	0	0
augustus_masked-SAKL0A-processed-gene-4.35	0	0	0
augustus_masked-SAKL0A-processed-gene-4.36	0	0	0
augustus_masked-SAKL0A-processed-gene-4.38	0	0	0
augustus_masked-SAKL0A-processed-gene-4.39	0	0	0
augustus_masked-SAKL0A-processed-gene-4.4	0	0	0
augustus_masked-SAKL0A-processed-gene-4.42	0	0	0
augustus_masked-SAKL0A-processed-gene-4.43	0	0	0
augustus_masked-SAKL0A-processed-gene-4.44	0	0	0
augustus_masked-SAKL0A-processed-gene-4.45	0	0	0
augustus_masked-SAKL0A-processed-gene-4.46	0	0	0
augustus_masked-SAKL0A-processed-gene-4.48	0	0	0
augustus_masked-SAKL0A-processed-gene-4.50	0	0	0
augustus_masked-SAKL0A-processed-gene-4.6	0	0	0
augustus_masked-SAKL0A-processed-gene-4.7	0	0	0
augustus_masked-SAKL0A-processed-gene-4.8	0	0	0
augustus_masked-SAKL0A-processed-gene-5.10	0	0	0
augustus_masked-SAKL0A-processed-gene-5.12	0	0	0
augustus_masked-SAKL0A-processed-gene-5.13	0	0	0
augustus_masked-SAKL0A-processed-gene-5.14	0	0	0
augustus_masked-SAKL0A-processed-gene-5.15	0	0	0
augustus_masked-SAKL0A-processed-gene-5.16	0	0	0
augustus_masked-SAKL0A-processed-gene-5.17	0	0	0
augustus_masked-SAKL0A-processed-gene-5.18	0	0	0
augustus_masked-SAKL0A-processed-gene-5.19	0	0	0
augustus_masked-SAKL0A-processed-gene-5.20	0	0	0
augustus_masked-SAKL0A-processed-gene-5.22	0	0	0
augustus_masked-SAKL0A-processed-gene-5.23	0	0	0
augustus_masked-SAKL0A-processed-gene-5.25	0	0	0
augustus_masked-SAKL0A-processed-gene-5.26	0	0	0
augustus_masked-SAKL0A-processed-gene-5.27	0	0	0
augustus_masked-SAKL0A-processed-gene-5.28	0	0	0
augustus_masked-SAKL0A-processed-gene-5.29	0	0	0
augustus_masked-SAKL0A-processed-gene-5.30	0	0	0
augustus_masked-SAKL0A-processed-gene-5.31	0	0	0
augustus_masked-SAKL0A-processed-gene-5.32	0	0	0
augustus_masked-SAKL0A-processed-gene-5.33	0	0	0
augustus_masked-SAKL0A-processed-gene-5.34	0	0	0
augustus_masked-SAKL0A-processed-gene-5.36	0	0	0
augustus_masked-SAKL0A-processed-gene-5.37	0	0	0
augustus_masked-SAKL0A-processed-gene-5.38	0	0	0
augustus_masked-SAKL0A-processed-gene-5.39	4	0.00804828973843058	6322.60925651842
augustus_masked-SAKL0A-processed-gene-5.40	0	0	0
augustus_masked-SAKL0A-processed-gene-5.41	0	0	0
augustus_masked-SAKL0A-processed-gene-5.42	0	0	0
augustus_masked-SAKL0A-processed-gene-5.43	1	0.000290191526407429	227.969878155082
augustus_masked-SAKL0A-processed-gene-5.44	1	0.000715819613457409	562.336578469874
augustus_masked-SAKL0A-processed-gene-5.45	0	0	0
augustus_masked-SAKL0A-processed-gene-5.47	0	0	0
augustus_masked-SAKL0A-processed-gene-5.6	0	0	0
augustus_masked-SAKL0A-processed-gene-5.7	0	0	0
augustus_masked-SAKL0A-processed-gene-5.9	1	0.000672494956287828	528.301412321731
augustus_masked-SAKL0A-processed-gene-6.105	0	0	0
augustus_masked-SAKL0A-processed-gene-6.106	0	0	0
augustus_masked-SAKL0A-processed-gene-6.107	0	0	0
augustus_masked-SAKL0A-processed-gene-6.108	1	0.000659195781147001	517.853790456436
augustus_masked-SAKL0A-processed-gene-6.109	2	0.00153022188217292	1202.11813331662
augustus_masked-SAKL0A-processed-gene-6.111	0	0	0
augustus_masked-SAKL0A-processed-gene-6.112	1	0.00173010380622837	1359.14221474466
augustus_masked-SAKL0A-processed-gene-6.113	0	0	0
augustus_masked-SAKL0A-processed-gene-6.114	0	0	0
augustus_masked-SAKL0A-processed-gene-6.115	0	0	0
augustus_masked-SAKL0A-processed-gene-6.116	0	0	0
augustus_masked-SAKL0A-processed-gene-6.117	0	0	0
augustus_masked-SAKL0A-processed-gene-6.118	1	0.000880281690140845	691.535387431702
augustus_masked-SAKL0A-processed-gene-6.119	0	0	0
augustus_masked-SAKL0A-processed-gene-6.120	0	0	0
augustus_masked-SAKL0A-processed-gene-6.121	0	0	0
augustus_masked-SAKL0A-processed-gene-6.122	0	0	0
augustus_masked-SAKL0A-processed-gene-6.123	0	0	0
augustus_masked-SAKL0A-processed-gene-6.124	0	0	0
augustus_masked-SAKL0A-processed-gene-6.126	1	0.000671140939597315	527.237718202962
augustus_masked-SAKL0A-processed-gene-6.127	0	0	0
augustus_masked-SAKL0A-processed-gene-6.128	0	0	0
augustus_masked-SAKL0A-processed-gene-6.129	0	0	0
augustus_masked-SAKL0A-processed-gene-6.130	1	0.00109409190371991	859.501313044216
augustus_masked-SAKL0A-processed-gene-6.131	1	0.00144508670520231	1135.23728341389
augustus_masked-SAKL0A-processed-gene-6.132	8	0.00963855421686747	7571.89590479435
augustus_masked-SAKL0A-processed-gene-6.133	0	0	0
augustus_masked-SAKL0A-processed-gene-6.134	0	0	0
augustus_masked-SAKL0A-processed-gene-6.135	0	0	0
augustus_masked-SAKL0A-processed-gene-6.136	0	0	0
augustus_masked-SAKL0A-processed-gene-6.137	0	0	0
augustus_masked-SAKL0A-processed-gene-6.138	0	0	0
augustus_masked-SAKL0A-processed-gene-6.139	0	0	0
augustus_masked-SAKL0A-processed-gene-6.141	0	0	0
augustus_masked-SAKL0A-processed-gene-6.142	0	0	0
augustus_masked-SAKL0A-processed-gene-6.143	0	0	0
augustus_masked-SAKL0A-processed-gene-6.144	1	0.000657894736842105	516.831710606851
augustus_masked-SAKL0A-processed-gene-6.145	0	0	0
augustus_masked-SAKL0A-processed-gene-6.146	0	0	0
augustus_masked-SAKL0A-processed-gene-6.147	0	0	0
augustus_masked-SAKL0A-processed-gene-6.148	0	0	0
augustus_masked-SAKL0A-processed-gene-6.149	0	0	0
augustus_masked-SAKL0A-processed-gene-6.150	0	0	0
augustus_masked-SAKL0A-processed-gene-6.151	0	0	0
augustus_masked-SAKL0A-processed-gene-6.152	0	0	0
augustus_masked-SAKL0A-processed-gene-6.153	0	0	0
augustus_masked-SAKL0A-processed-gene-6.154	2	0.00148920327624721	1169.89456459034
augustus_masked-SAKL0A-processed-gene-7.0	0	0	0
augustus_masked-SAKL0A-processed-gene-7.1	0	0	0
augustus_masked-SAKL0A-processed-gene-7.10	0	0	0
augustus_masked-SAKL0A-processed-gene-7.14	0	0	0
augustus_masked-SAKL0A-processed-gene-7.15	0	0	0
augustus_masked-SAKL0A-processed-gene-7.16	0	0	0
augustus_masked-SAKL0A-processed-gene-7.17	0	0	0
augustus_masked-SAKL0A-processed-gene-7.19	0	0	0
augustus_masked-SAKL0A-processed-gene-7.2	0	0	0
augustus_masked-SAKL0A-processed-gene-7.20	0	0	0
augustus_masked-SAKL0A-processed-gene-7.22	0	0	0
augustus_masked-SAKL0A-processed-gene-7.23	0	0	0
augustus_masked-SAKL0A-processed-gene-7.24	0	0	0
augustus_masked-SAKL0A-processed-gene-7.25	0	0	0
augustus_masked-SAKL0A-processed-gene-7.27	0	0	0
augustus_masked-SAKL0A-processed-gene-7.28	0	0	0
augustus_masked-SAKL0A-processed-gene-7.3	0	0	0
augustus_masked-SAKL0A-processed-gene-7.30	0	0	0
augustus_masked-SAKL0A-processed-gene-7.31	0	0	0
augustus_masked-SAKL0A-processed-gene-7.33	0	0	0
augustus_masked-SAKL0A-processed-gene-7.35	0	0	0
augustus_masked-SAKL0A-processed-gene-7.36	0	0	0
augustus_masked-SAKL0A-processed-gene-7.37	0	0	0
augustus_masked-SAKL0A-processed-gene-7.38	0	0	0
augustus_masked-SAKL0A-processed-gene-7.40	0	0	0
augustus_masked-SAKL0A-processed-gene-7.41	0	0	0
augustus_masked-SAKL0A-processed-gene-7.43	0	0	0
augustus_masked-SAKL0A-processed-gene-7.45	1	0.000471698113207547	370.558584963403
augustus_masked-SAKL0A-processed-gene-7.47	0	0	0
augustus_masked-SAKL0A-processed-gene-7.5	0	0	0
augustus_masked-SAKL0A-processed-gene-7.6	0	0	0
augustus_masked-SAKL0A-processed-gene-7.8	0	0	0
augustus_masked-SAKL0A-processed-gene-7.9	0	0	0
augustus_masked-SAKL0A-processed-gene-8.0	0	0	0
augustus_masked-SAKL0A-processed-gene-8.1	0	0	0
augustus_masked-SAKL0A-processed-gene-8.10	0	0	0
augustus_masked-SAKL0A-processed-gene-8.13	0	0	0
augustus_masked-SAKL0A-processed-gene-8.14	0	0	0
augustus_masked-SAKL0A-processed-gene-8.15	0	0	0
augustus_masked-SAKL0A-processed-gene-8.16	0	0	0
augustus_masked-SAKL0A-processed-gene-8.17	0	0	0
augustus_masked-SAKL0A-processed-gene-8.18	0	0	0
augustus_masked-SAKL0A-processed-gene-8.19	0	0	0
augustus_masked-SAKL0A-processed-gene-8.2	0	0	0
augustus_masked-SAKL0A-processed-gene-8.20	0	0	0
augustus_masked-SAKL0A-processed-gene-8.22	0	0	0
augustus_masked-SAKL0A-processed-gene-8.23	0	0	0
augustus_masked-SAKL0A-processed-gene-8.24	0	0	0
augustus_masked-SAKL0A-processed-gene-8.25	0	0	0
augustus_masked-SAKL0A-processed-gene-8.28	0	0	0
augustus_masked-SAKL0A-processed-gene-8.29	0	0	0
augustus_masked-SAKL0A-processed-gene-8.3	0	0	0
augustus_masked-SAKL0A-processed-gene-8.30	0	0	0
augustus_masked-SAKL0A-processed-gene-8.34	0	0	0
augustus_masked-SAKL0A-processed-gene-8.35	0	0	0
augustus_masked-SAKL0A-processed-gene-8.36	0	0	0
augustus_masked-SAKL0A-processed-gene-8.37	0	0	0
augustus_masked-SAKL0A-processed-gene-8.38	0	0	0
augustus_masked-SAKL0A-processed-gene-8.39	0	0	0
augustus_masked-SAKL0A-processed-gene-8.4	0	0	0
augustus_masked-SAKL0A-processed-gene-8.41	0	0	0
augustus_masked-SAKL0A-processed-gene-8.42	0	0	0
augustus_masked-SAKL0A-processed-gene-8.44	0	0	0
augustus_masked-SAKL0A-processed-gene-8.46	0	0	0
augustus_masked-SAKL0A-processed-gene-8.47	1	0.00131926121372032	1036.390765333
augustus_masked-SAKL0A-processed-gene-8.48	0	0	0
augustus_masked-SAKL0A-processed-gene-8.49	1	0.000646412411118293	507.811376937565
augustus_masked-SAKL0A-processed-gene-8.5	0	0	0
augustus_masked-SAKL0A-processed-gene-8.51	1	0.00247524752475248	1944.51534683766
augustus_masked-SAKL0A-processed-gene-8.52	1	0.000643915003219575	505.849452751071
augustus_masked-SAKL0A-processed-gene-8.53	0	0	0
augustus_masked-SAKL0A-processed-gene-8.54	0	0	0
augustus_masked-SAKL0A-processed-gene-8.55	0	0	0
augustus_masked-SAKL0A-processed-gene-8.56	0	0	0
augustus_masked-SAKL0A-processed-gene-8.57	0	0	0
augustus_masked-SAKL0A-processed-gene-8.58	0	0	0
augustus_masked-SAKL0A-processed-gene-8.59	1	0.00102986611740474	809.046550074576
augustus_masked-SAKL0A-processed-gene-8.6	0	0	0
augustus_masked-SAKL0A-processed-gene-8.60	0	0	0
augustus_masked-SAKL0A-processed-gene-8.61	0	0	0
augustus_masked-SAKL0A-processed-gene-8.62	0	0	0
augustus_masked-SAKL0A-processed-gene-8.63	0	0	0
augustus_masked-SAKL0A-processed-gene-8.7	0	0	0
augustus_masked-SAKL0A-processed-gene-8.8	0	0	0
augustus_masked-SAKL0A-processed-gene-8.9	0	0	0
augustus_masked-SAKL0B-processed-gene-0.100	0	0	0
augustus_masked-SAKL0B-processed-gene-0.101	0	0	0
augustus_masked-SAKL0B-processed-gene-0.102	0	0	0
augustus_masked-SAKL0B-processed-gene-0.103	0	0	0
augustus_masked-SAKL0B-processed-gene-0.106	0	0	0
augustus_masked-SAKL0B-processed-gene-0.109	0	0	0
augustus_masked-SAKL0B-processed-gene-0.110	0	0	0
augustus_masked-SAKL0B-processed-gene-0.111	1	0.00122699386503067	963.906994015231
augustus_masked-SAKL0B-processed-gene-0.112	1	0.00140845070422535	1106.45661989072
augustus_masked-SAKL0B-processed-gene-0.113	0	0	0
augustus_masked-SAKL0B-processed-gene-0.114	0	0	0
augustus_masked-SAKL0B-processed-gene-0.115	0	0	0
augustus_masked-SAKL0B-processed-gene-0.84	1	0.000593471810089021	466.222077223984
augustus_masked-SAKL0B-processed-gene-0.85	0	0	0
augustus_masked-SAKL0B-processed-gene-0.86	0	0	0
augustus_masked-SAKL0B-processed-gene-0.87	0	0	0
augustus_masked-SAKL0B-processed-gene-0.90	0	0	0
augustus_masked-SAKL0B-processed-gene-0.91	0	0	0
augustus_masked-SAKL0B-processed-gene-0.92	0	0	0
augustus_masked-SAKL0B-processed-gene-0.93	0	0	0
augustus_masked-SAKL0B-processed-gene-0.94	0	0	0
augustus_masked-SAKL0B-processed-gene-0.95	0	0	0
augustus_masked-SAKL0B-processed-gene-0.96	0	0	0
augustus_masked-SAKL0B-processed-gene-0.97	1	0.00042863266180883	336.727046773431
augustus_masked-SAKL0B-processed-gene-0.98	0	0	0
augustus_masked-SAKL0B-processed-gene-0.99	0	0	0
augustus_masked-SAKL0B-processed-gene-1.0	0	0	0
augustus_masked-SAKL0B-processed-gene-1.10	0	0	0
augustus_masked-SAKL0B-processed-gene-1.11	0	0	0
augustus_masked-SAKL0B-processed-gene-1.12	0	0	0
augustus_masked-SAKL0B-processed-gene-1.13	0	0	0
augustus_masked-SAKL0B-processed-gene-1.14	0	0	0
augustus_masked-SAKL0B-processed-gene-1.15	0	0	0
augustus_masked-SAKL0B-processed-gene-1.16	0	0	0
augustus_masked-SAKL0B-processed-gene-1.17	0	0	0
augustus_masked-SAKL0B-processed-gene-1.18	0	0	0
augustus_masked-SAKL0B-processed-gene-1.19	0	0	0
augustus_masked-SAKL0B-processed-gene-1.2	0	0	0
augustus_masked-SAKL0B-processed-gene-1.20	0	0	0
augustus_masked-SAKL0B-processed-gene-1.21	0	0	0
augustus_masked-SAKL0B-processed-gene-1.22	0	0	0
augustus_masked-SAKL0B-processed-gene-1.23	0	0	0
augustus_masked-SAKL0B-processed-gene-1.24	0	0	0
augustus_masked-SAKL0B-processed-gene-1.25	0	0	0
augustus_masked-SAKL0B-processed-gene-1.26	1	0.00245700245700246	1930.18230988308
augustus_masked-SAKL0B-processed-gene-1.27	0	0	0
augustus_masked-SAKL0B-processed-gene-1.28	0	0	0
augustus_masked-SAKL0B-processed-gene-1.30	0	0	0
augustus_masked-SAKL0B-processed-gene-1.31	0	0	0
augustus_masked-SAKL0B-processed-gene-1.32	0	0	0
augustus_masked-SAKL0B-processed-gene-1.33	0	0	0
augustus_masked-SAKL0B-processed-gene-1.35	0	0	0
augustus_masked-SAKL0B-processed-gene-1.36	0	0	0
augustus_masked-SAKL0B-processed-gene-1.37	0	0	0
augustus_masked-SAKL0B-processed-gene-1.4	0	0	0
augustus_masked-SAKL0B-processed-gene-1.5	0	0	0
augustus_masked-SAKL0B-processed-gene-1.6	0	0	0
augustus_masked-SAKL0B-processed-gene-1.7	0	0	0
augustus_masked-SAKL0B-processed-gene-1.8	0	0	0
augustus_masked-SAKL0B-processed-gene-1.9	0	0	0
augustus_masked-SAKL0B-processed-gene-10.0	0	0	0
augustus_masked-SAKL0B-processed-gene-10.1	0	0	0
augustus_masked-SAKL0B-processed-gene-10.10	0	0	0
augustus_masked-SAKL0B-processed-gene-10.13	0	0	0
augustus_masked-SAKL0B-processed-gene-10.14	0	0	0
augustus_masked-SAKL0B-processed-gene-10.15	0	0	0
augustus_masked-SAKL0B-processed-gene-10.16	0	0	0
augustus_masked-SAKL0B-processed-gene-10.17	0	0	0
augustus_masked-SAKL0B-processed-gene-10.18	0	0	0
augustus_masked-SAKL0B-processed-gene-10.2	0	0	0
augustus_masked-SAKL0B-processed-gene-10.20	0	0	0
augustus_masked-SAKL0B-processed-gene-10.21	0	0	0
augustus_masked-SAKL0B-processed-gene-10.22	0	0	0
augustus_masked-SAKL0B-processed-gene-10.23	0	0	0
augustus_masked-SAKL0B-processed-gene-10.24	0	0	0
augustus_masked-SAKL0B-processed-gene-10.25	0	0	0
augustus_masked-SAKL0B-processed-gene-10.26	0	0	0
augustus_masked-SAKL0B-processed-gene-10.29	1	0.000270197243988111	212.262685793681
augustus_masked-SAKL0B-processed-gene-10.3	0	0	0
augustus_masked-SAKL0B-processed-gene-10.31	0	0	0
augustus_masked-SAKL0B-processed-gene-10.32	1	0.00040371417036738	317.151473606142
augustus_masked-SAKL0B-processed-gene-10.33	0	0	0
augustus_masked-SAKL0B-processed-gene-10.34	0	0	0
augustus_masked-SAKL0B-processed-gene-10.35	0	0	0
augustus_masked-SAKL0B-processed-gene-10.38	1	0.000430292598967298	338.031067178319
augustus_masked-SAKL0B-processed-gene-10.4	0	0	0
augustus_masked-SAKL0B-processed-gene-10.40	3	0.00360144057623049	2829.23481436644
augustus_masked-SAKL0B-processed-gene-10.41	0	0	0
augustus_masked-SAKL0B-processed-gene-10.42	0	0	0
augustus_masked-SAKL0B-processed-gene-10.43	0	0	0
augustus_masked-SAKL0B-processed-gene-10.44	0	0	0
